index,department,organization,notice,company,part,apply_start,apply_end,object,overview,tag,filename,budget,deadline
0,세종특별자치시,직접수행,[세종] 전문인력 지원사업(신규 및 재심사)(2023년 2차 (예비)사회적기업 지정 및 재정지원 공고),사회적기업,인력,2023-05-26,2023-06-09,국내전문인력,"「세종특별자치시 사회적경제 육성 지원에 관한 조례」및「고용노동부 사회적기업 재정지원사업 지침」에 따라 2023년도 (예비)사회적기업 지정 및 재정지원사업(일자리창출, 전문인력, 사업개발비)을 다음과 같이 공고합니다.☞ 세종시 소재 유급근로자 1명 이상 고용한 고용노동부 인증 사회적기업 및 예비사회적기업(지역형, 부처형)☞ 1인당 월 250만원 한도 내 인건비 일부를 지원(인증사회적기업 기업당 최대 2명, 예비사회적기업 기업당 최대 1명)","인력,세종,사회적기업,예비사회적기업,직접수행,세종특별자치시,인건비,전문인력,인증사회적기업,2023,지역형,부처형,재심사",2023년 제2차 (예비)사회적기업 지정 및 재정지원 공고.hwp,1인당 월 250만원 /최대 2명,d-8
1,세종특별자치시,직접수행,[세종] 일자리창출 사업(신규 및 재심사)(2023년 2차 (예비)사회적기업 지정 및 재정지원 공고),사회적기업,인력,2023-05-26,2023-06-09,고용유지,"「세종특별자치시 사회적경제 육성 지원에 관한 조례」및「고용노동부 사회적기업 재정지원사업 지침」에 따라 2023년도 (예비)사회적기업 지정 및 재정지원사업(일자리창출, 전문인력, 사업개발비)을 다음과 같이 공고합니다.☞ 세종시 소재 유급근로자 1명 이상 고용한 고용노동부 인증 사회적기업 및 예비 사회적기업(지역형, 부처형)☞ 최저임금 수준 인건비 일부 지원","인력,경영,세종,사회적기업,예비사회적기업,직접수행,세종특별자치시,일자리창출,인건비,신규,2023,지역형,부처형,재심사,고용노동부인증",2023년 제2차 (예비)사회적기업 지정 및 재정지원 공고.hwp,지원금,d-8
2,경상북도,구미상공회의소,[경북] 구미시 2023년 2차 제조업 경쟁력 강화 핵심인재 지원 사업 모집 공고,중소기업,인력,2023-06-05,2023-06-09,고용유지,구미산단 제조업 R&amp;D 역량 강화와 연구인력 확보는 물론 정주여건개선 사업의 일환으로 「2023년 제조업 경쟁력 강화 핵심인재 지원 사업」을 다음과 같이 2023년부터 시범 추진하오니 구미산단 소재 기업 및 근로자의 많은 참여 바랍니다.☞ 공고일 기준 연구개발(R&amp;D) 분야에 종사 중인 근로자 및 종사 예정인 취업예정자가 속한 구미시 소재 제조업 영위 기업체☞ 지역 소재 제조업 경쟁력 강화를 위해 연구개발(R&amp;D) 분야 근로자의 주택 임차료(월 최대 30만원) 지원- 기업당 최대 2명 지원,"인력,경북,중소기업,R&D,제조업,경상북도,구미시,연구소,구미상공회의소,임차료,근로자,연구개발전담부서,2023,구미산단",2023년 제조업 경쟁력 강화 핵심인재 지원 사업 2차 모집 공고.hwp,월 30만원 /최대 2명,d-8
3,경상남도,창원산업진흥원,[경남] 2023년 신산업 기업체 청년 현장실습비 지원사업 신규 참여기업 추가모집 공고(신산업 연계 청년일자리 창출사업),중소기업,인력,2023-05-23,2023-06-01,국내일반인력,경상남도 창원시 관내 신산업 기업체 현장실습 지원을 통한 청년 직무체험 기회 제공 및 현장실습을 통한 역량 강화를 위한 신산업 연계 청년일자리 창출사업 「신산업 기업체 청년 현장실습비 지원사업」 신규 참여기업을 다음과 같이 추가모집하오니 많은 참여 바랍니다.☞ 창원시 소재 신산업 요건에 해당하는 중소기업(중소기업 확인증 발급)☞ 기업당 최대 3명까지 인건비 지원- 청년 1인당 현장실습 인건비 180만원/月 지원- 현장실습 참여자 정규직 전환 시 청년 1인당 540만원/1회 지원,"인력,경남,중소기업,제조업,청년,경상남도,창원시,창원산업진흥원,인건비,정보통신업,일자리으뜸기업,신산업,청년친화기업,현장실습,2023,장애인고용기업,정규직전환,전문과학,기술서비스업",[공고]신산업 연계 청년일자리 창출사업 현장실습 지원사업 추가 모집.hwp,1인당 180만원 /최대 3명,d-0
4,충청북도,청주상공회의소,[충북] 청주시ㆍ진천군ㆍ음성군 2023년 신성장산업(ICTㆍ바이오) 고용활성화 채용장려금 지원사업 시행 추가공고,중소기업,인력,2023-05-22,2023-12-31,고용유지,2023년「신성장산업(ICTㆍ바이오) 고용활성화 채용장려금」지원사업 시행에 대하여 다음과 같이 추가 공고합니다.☞ 컨소시엄(청주시ㆍ진천군ㆍ음성군) 지역의 ICTㆍ바이오 산업 또는 스마트IT 기업☞ 신규 채용 시 최대 800만원(기업당 최대 5명) 지원,"인력,충북,중소기업,충청북도,바이오,ICT,중견,청주상공회의소,신성장산업,채용장려금,청주시,음성군,진천군,2023,스마트IT산업",★채용장려금 추가 공고문.hwp,800만원 /최대 5명,d-213
5,대전광역시,대전테크노파크,2023년 인공지능(AI) 학습용데이터 제작사업 지원기업 모집 공고,중소기업,인력,2023-06-12,2023-06-13,국내일반인력,"지역에서 발생하는 다양한 데이터를 활용, AI 학습용 데이터 제작 스타트업 및 디지털 공공 일자리 창출을 위하여 「2023 인공지능 학습용 데이터 제작지원」 대상기업을 모집하오니 참여를 희망하는 기업은 신청해 주시기 바랍니다.☞ 대전소재 AI 학습데이터 제작이 가능한 기업 또는 기관- 공고일 현재 본사, 공장, 연구소 중 1개 이상이 대전광역시에 소재한 기업(기관)- 접수마감일 전까지 대전광역시에 본사, 공장, 연구소 중 1개 이상을 이전한 기업(기관)☞ 인공지능 융합ㆍ연계에 필요한 학습용데이터 제작 시 일부 사업비 지원※ 지원조건 : 일자리 지원으로 지원금액 10백만원 당 1명 고용 필수","기술,인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,대전테크노파크,대전광역시,AI,인공지능,일자리창출,학습데이터,연계,융합,2023,소재지이전,데이터라벨러",지원기업_모집공고문.pdf,10백만원,d-12
6,산업통상자원부,한국산업기술진흥원,2023년 지역기업-청년 희망이음 지원사업 공고,중소기업,인력,2023-05-23,2023-06-22,국내일반인력,"2023년 「지역기업-청년 희망이음 지원사업」을 다음과 같이 공고하오니, 동 사업을 수행하고자 하는 기관은 절차에 따라 신청하여 주시기 바랍니다.☞ 해당 권역에 소재하는 지역혁신기관 또는 대응이 가능한 비영리기관(대학 포함)으로, 과제별 주관기관-참여기관 컨소시엄 구성☞ 총 5개 내외 선정 (초광역권 4개, 수도권 협력권 1개 내외) / 총 2,250백만원 (’23년, 국비 기준) 지원- 지역기업 인식개선 및 취업연계, 정책연계 프로그램 운영 등 지원- 권역별 2.5억원 + 인센티브 지원- 사업비(국비) 배분(안)에 따라 과제별 차등지급","인력,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,한국산업기술진흥원,산업통상자원부,청년,컨소시엄,비영리기관,인센티브,지역혁신기관,프로그램,취업연계,2023,지역기업,인식개선,기업탐방,희망이음,국비지원",2023년 지역기업-청년 희망이음 지원사업 공고문(안)(최종).hwp,"2,250백만원",d-21
7,전라북도,캠틱종합기술원,[전북] 익산시 2023년 다이로움 일자리 기업(일자리 우수기업) 인증사업 참여기업 모집 공고,중소기업,인력,2023-04-28,2023-12-25,작업환경개선,"캠틱종합기술원에서는 익산 지역내 우수 일자리 기업지원으로 우수일자리 홍보를 통한 지역내 청년 정착 및 지역내 구인난 해소를 목적으로「2023년 '다이로움' 일자리기업(일자리 우수기업)인증사업」을 운영하오니 익산시 입주기업들의 많은 관심과 참여 바랍니다.☞ 전북 익산시 입주기업☞ 재직자 근무환경을 개선하기 위한 개선 지원- 복지포인트 운영 등 재직자 복지, 쉼터ㆍ편의시설 설치 등 근무환경 개선, 재직자 교육, 출퇴근 등 지원- 단독기업 기업지원금 최대 10백만원 / 컨소시엄(최소 3개사) 기업지원금 최대 25백만원 지원","인력,전북,교육,전라북도,재직자,입주기업,복지,개선,캠틱종합기술원,근무환경,2023,익산시,편의시설,100인미만,다이로움,출퇴근,쉼터",[공고문]다이로움 일자리기업(일자리우수기업) 인증사업 참여기업 모집공고.hwp,10백만원,d-207
8,충청남도,직접수행,[충남] 2023년 장애인고용우수기업 지원사업 공고,중소기업,인력,2023-05-16,2023-06-09,고용환경개선,"충청남도에서는 장애인 고용이 우수한 지역 중소기업에게 인증서를 수여하고 인센티브를 지원하고자 2023년 충청남도 장애인고용우수기업 지원사업을 공모 하오니 관련 기업의 많은 신청 바랍니다.☞ 충청남도 내 소재 회사채에 대한 기업신용평가등급 CCC+ 초과하고, 장애인 상시노동자 고용률(3.1%) 이상인 중소기업☞ 기업당 노동환경개선금 20백만원 지원(1회), 기업홍보, 지방세 관련 세무조사 유예, 충남신용보증재단 일자리창출 지원 특례보증 등 지원","인력,충남,직접수행,충청남도,인센티브,인증서,2023,장애인고용,노동환경개선금,장애인상시노동자",2023년 충청남도 장애인고용우수기업 지원사업 공고문.hwp,20백만원,d-8
9,충청남도,직접수행,[충남] 2023년 고용우수기업 지원사업 공고,중소기업,인력,2023-05-16,2023-06-09,고용환경개선,"충청남도에서는 양질의 일자리 창출에 기여한 지역중소기업에게 인증서를 수여하고 인센티브를 지원하고자 '2023년 충청남도 고용우수기업 지원사업'을 공모하오니 관련 기업의 많은 신청 바랍니다.☞ 충청남도 내 소재 회사채에 대한 기업신용평가등급 CCC+ 초과하고, 상용노동자 고용률 증가(20% 이상) 또는 신규채용(5명 이상)한 중소기업☞ 기업당 노동환경개선금 20백만원 지원(1회),&nbsp; 기업홍보, 지방세 관련 세무조사 유예, 충남신용보증재단 일자리창출 지원 특례보증 등 지원","인력,충남,직접수행,충청남도,인센티브,인증서,2023,상용노동자고용,신규채용기업,노동환경개선금",2023년 충청남도 고용우수기업 지원사업 공고문.hwp,20백만원,d-8
10,대구광역시,대구테크노파크,[대구] 서구 2023년 청년친화형 기업환경 조성사업 공고(지방소멸대응기금 투자사업),중소기업,인력,2023-05-15,2023-06-23,작업환경개선,"대구광역시 서구 관내 기업의 청년인구 유입과 기업 경쟁력 강화를 위하여「청년친화형 기업환경 조성사업」을 다음과 같이 진행하오니, 관심있는 기업들의 많은 참여바랍니다.&nbsp;☞ 대구광역시 서구 소재 중견ㆍ중소 제조기업(상시근로자수 5인 이상) 중 2022년 1월 이후 1인 이상의 청년을 신규 채용 및 채용예정 기업※ 청년의 정의 : 만39세 이하인자 (입사일 기준)※채용기간 : 협약완료 1개월 전까지(사업장 가입자 명부 등록)☞ 근로자 복지시설개선 및 작업환경 개선에 대하여 업체당 최대 2천만원 이내 지원","인력,대구,제조기업,대구광역시,서구,중견,근로환경,대구테크노파크,작업환경,청년채용,행정안전부,2023,복지시설,대구스타기업,글로벌강소기업,고용친화기업",붙임1.청년친화형 환경조성사업 공고문.hwp,2천만원,d-22
11,대구광역시,대구경북디자인진흥원,[대구] 2023년 2차 채용약정형 사업화 콘텐츠 개발지원 참여기업 모집 공고(신산업 디자인ㆍ콘텐츠 인재채용 토털지원 사업),중소기업,인력,2023-05-11,2023-12-31,국내일반인력,"대구경북디자인진흥원에서는 디자인ㆍ콘텐츠 인력 수요가 있는 대구 5대 미래산업 및 신산업군 분야 기업이 본 사업의 채용약정형 인력양성을 통해 교육을 이수한 구직자를 채용하고, 추가 고용계획이 있는 기업을 대상으로 맞춤형 사업화 콘텐츠 개발지원을 진행하오니, 대구지역 채용 예정 기업의 많은 관심과 적극적인 참여를 바랍니다.☞ 디자인ㆍ콘텐츠 인력 수요가 있는 대구 5대 미래산업 및 신산업군 분야 기업 중, 채용약정형 인력양성을 통해 교육을 이수한 구직자를 채용 완료하고, 추가 고용계획이 있는 기업☞ 과제당 10,000천원 내외 지원- 교육생을 선별하여 프로젝트형 실무교육 진행 후 기업 채용 연계 매칭- 교육생 이외에 추가고용이 있는 기업에 한해 사업화 콘텐츠 개발지원- 지원분야 : 브랜딩, 홍보 콘텐츠, 패키지, 뉴미디어","인력,내수,경영,대구,콘텐츠,대구경북디자인진흥원,대구광역시,디자인,사업화,채용,인력매칭,2023,브랜딩,홍보,패키지,뉴미디어,콘텐츠개발",[붙임1] 공고문_채용약정형 사업화 콘텐츠 개발지원.pdf,"10,000천원",d-213
12,고용노동부,노사발전재단,2023년 2차 근무혁신 인센티브제 참여기업 신청 공고,중소기업,인력,2023-05-15,2023-06-16,고용환경개선,"고용노동부와 노사발전재단은 중소ㆍ중견기업의 적극적인 근무혁신을 이끌고 지원하기 위해 「2023년 근무혁신 인센티브제」 참여기업 2차 모집에 관한 사항을 다음과 같이 공고합니다.☞ 고용보험법 시행령 제12조에서 정한 우선지원 대상기업, 중견기업☞ 감독ㆍ조사 면제, 정부 지원사업 참여 시 우대, 기업 홍보, 금융상 우대 등 인센티브 등 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,근무혁신,고용노동부,노사발전재단,중견,가족친화인증기업,인센티브,우수기업,고용환경,2023",붙임1. 2023년 근무혁신 인센티브제 참여기업 신청공고문(2차).pdf,"컨설팅, 인력 등 지원",d-15
13,고용노동부,이노비즈협회,2023년 미래내일 일경험 지원사업 참여기업 모집 공고(자율공모형:청년 장애인),중소기업,인력,2023-05-12,2023-12-31,국내일반인력,"취업 취약계층(청년 장애인)의 자발적 사회진출을 유도하고자 안정적인 자립에 기여하고자 청년 장애인과 매칭하여 일경험을 제공하는 기업을 대상으로 지원금을 드리는 사업입니다.☞ 대기업, 중견기업, 중소기업(고용보험 피보험자수 10인 이상)☞ 청년 1명당 400,000원(3개월) 지원","인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,사회적기업,벤처기업,고용노동부,중견,기술혁신형중소기업,경영혁신형중소기업,대한상공회의소,매칭,이노비즈협회,2023,청년장애인,일경험,이노비즈,메인비즈,중소기업",2023년 미래내일 일경험 지원사업 참여기업 모집 공고.pdf,"1인당 400,000원",d-213
14,인천광역시,인천테크노파크,[인천] 2023년 온라인 채용관 참가기업 모집 공고,중소기업,인력,2023-05-08,2023-11-30,국내일반인력,"인천광역시와 인천테크노파크에서는 인천기업의 직원 채용을 지원하고 인천지역 일자리 문제해소를 위해 잡코리아와 함께 인천기업 온라인 채용관을 운영합니다. 이에 인천기업 온라인 채용관에 참가를 희망하는 기업을 아래와 같이 모집합니다.☞ 2023년도 신규 채용 계획이 있는 인천소재 기업☞ 잡코리아 채용공고 무료 등록 및 최상단 노출, 홍보콘텐츠 제작, 잡코리아 취업포털 서비스 제공, 취업 전문매체 홍보 등 지원","인력,인천,2023,인천광역시,인천테크노파크,중소기업,중견,대기업,인천우수기업,인천테크노파크지원기업,공공인증기업,창업초기기업,잡코리아,취업포털,온라인,채용광고,홍보,인재,신규채용",붙임_2023년_인천기업_온라인_채용관_참가기업_모집_공고.hwp,"컨설팅, 인력 등 지원",d-182
15,전라북도,캠틱종합기술원,[전북] 익산시ㆍ김제시ㆍ완주군 2023년 고용안정 선제대응 패키지 위기산업 및 위기근로자를 위한 채용장려금 지원사업 공고,중소기업,인력,2023-05-08,2023-12-31,고용유지,"익산ㆍ김제ㆍ완주 지역 내 全 산업 중소기업을 대상으로 역량있는 위기근로자를 연계하여 기업의 성장동력 및 경쟁력을 확보하고 고용활성화를 위한 채용장려금 지원사업을 다음과 같이 공고하오니 관심 있는 기업의 많은 참여를 바랍니다.☞ 익산, 김제, 완주 지역 소재 중소기업(全 산업) 중 위기산업 근로자 또는 일반근로자를 신규 채용한 기업☞ 신규채용 근로자 1명당 최대 8,000천원, 기업별 최대 3명까지 지원- 신규채용 근로자 1개월 고용유지시 채용장려금 1,000천원 지급- 신규 채용 조건 : 정규직(무기계약) 또는 1년 이상 근로계약 필수, 월 임금은 최저임금이상 지급 필수","인력,전북,전라북도,캠틱종합기술원,채용장려금,위기근로자,위기산업,신규채용,2023,고용안전,익산시,김제시,완주군,중소기업",2023년도 위기산업 및 위기근로자 채용장려금 지원사업 공고문 및 제반서류_230508.hwp,"1인당 월 8,000천원 /최대 3명",d-213
16,경상북도,경상북도경제진흥원,[경북] 상주시 2023년 중소기업 근로자 기숙사 임차비 지원사업 참여기업 모집 공고,중소기업,인력,2023-05-02,2023-11-30,고용환경개선,"상주시와 경상북도경제진흥원에서는 관내 중소기업들의 고용환경 개선 및 우수인력 유치, 기업 경쟁력 향상에 도움을 드리고자 「상주시 중소기업 근로자 기숙사 임차비 지원 사업」을 추진하고 있습니다. 이와 관련하여 관내 중소기업 중 주변 아파트, 주거용 오피스텔, 빌라, 원룸 등을 임차하여 근로자 기숙사로 제공하고 있거나 제공할 계획이 있는 중소기업의 많은 참여를 바랍니다.&nbsp;☞ 경북 상주시 관내 중소기업☞ 기숙사 월 임차료(월세)의 80%이내(월 최대 40만원 / 최대 3년간) 지원","인력,경북,제조업,경상북도,경상북도경제진흥원,건설업,임차비,무역업,기숙사,상주시,2023,전기공사업,정보통신공사업,운수업,환경개선비,소방시설업",[붙임1] 「상주시 중소기업 근로자 기숙사 임차비 지원 사업」참여기업  모집 공고.hwp,월 40만원,d-182
17,충청북도,청주상공회의소,[충북] 2023년 충북형 반도체 플러스일자리사업 신청 통합공고(지역ㆍ산업맞춤형 일자리창출 지원사업),중소기업,인력,2023-04-03,2023-12-31,고용유지,"지역산업 맞춤형 일자리창출 지원사업으로 추진하는 「2023년 충북형 반도체 플러스일자리사업」을 다음과 같이 공고하오니 많은 참여 바랍니다.☞ 청주시 반도체 산업 및 전ㆍ후방산업 분야 상시근로자 5인 이상 중소ㆍ중견기업 등☞ 충북형 반도체 일자리도약장려금, 충북형 반도체 내일채움공제, 충북형 반도체 플러스 인력양성- 충북형 반도체 일자리도약장려금 : 대상근로자 1인당 사업주에게 월 80만원 지원, 기업당 피보험자수의 최대 30%(30명 한도)- 충북형 반도체 내일채움공제 : 근로자ㆍ정부ㆍ자치단체 3자 적립을 통한 자산형성 지원- 충북형 반도체 플러스 인력양성 : 강사료, 채용면접수당, 간담회 참여수당 등 기업수요맞춤형 훈련과정 개발 및 운영","인력,경영,충북,중소기업,일자리창출,충청북도,중견,반도체,청주상공회의소,내일채움공제,청주시,2023,반도체산업,충북기업진흥원,일자리도약장려금,청주반도체기업,청주폴리텍대학",2023년 충북형 반도체플러스일자리사업 통합공고문_최종.hwp,1인당 월 80만원,d-213
18,인천광역시,인천테크노파크,[인천] 남동구ㆍ부평구ㆍ서구 2023년 뿌리기업 채용장려금 지원사업 모집 공고(고용안정선제대응 패키지 지원사업),중소기업,인력,2023-04-25,2023-12-31,고용유지,인천광역시와 인천테크노파크는 뿌리산업 분야의 우수기업을 발굴하고 채용과 연계한 경제적 지원을 통해 신규 일자리 창출과 고용위기 해소하고자 「뿌리기업 채용장려금 지원사업」을 시행하오니 많은 관심과 참여를 바랍니다.☞ 인천광역시 남동구ㆍ부평구ㆍ서구에 소재한 중소ㆍ중견 기업으로 뿌리기술을 영위하는 사업장☞ 위기근로자를 채용 후 1개월 만근 시 장려금 지원 (기업당 최대 3명)- 참여근로자 1명 당 최대 700만원 지원 (5개월 만근 시),"인력,인천,중소기업,인천광역시,인천테크노파크,부평구,서구,중견,뿌리기업,뿌리산업,뿌리기술,채용장려금,위기근로자,남동구,2023,성장장려금,중견채용사다리기업,유망중소기업,비전기업,일하기좋은뿌리기업",붙임1. 2023 뿌리기업 채용장려금 지원사업 공고문.hwp,700만원 /최대 3명,d-213
19,충청북도,충청북도기업진흥원,[충북] 보은군 2023년 도시근로자 지원사업 참여기업 모집 공고,중소기업,인력,2023-04-26,2023-12-31,고용유지,"(재)충청북도기업진흥원(보은군일자리종합지원센터)이 주관하는 「2023년 도시근로자 지원사업」에 참여하실 보은소재 중소기업(제조분야)을 아래와 같이 모집합니다.☞ 충청북도 보은군 소재 중소기업(제조분야)☞ 충청북도에 거주하는 대한민국 국적의 만20세 ~ 75세 이하 단시간(1일 4시간) 생산직무 근로자 신규채용시 인건비 일부 지원※ 신규채용 : 충청북도기업진흥원(보은군일자리종합지원센터)을 통한 구인ㆍ구직 연계자※ 인건비 인당 15,400원 / 최저시급의 40% 지원","인력,충북,충청북도기업진흥원,충청북도,인건비,신규채용,2023,단시간근로자,제조분야,보은군,근로계약,생산직무,보은군일자리종합지원센터",2023년 보은군 도시근로자 지원사업 참여기업 모집공고.png,"15,400원",d-213
20,충청북도,충청북도기업진흥원,[충북] 증평군 2023년 도시근로자 지원사업 참여기업 모집 공고,중소기업,인력,2023-04-17,2023-12-31,고용유지,"(재)충청북도기업진흥원(증평군일자리종합지원센터)이 주관하는 「2023년 도시근로자 지원사업」에 참여하실 증평소재 중소기업(제조분야)을 아래와 같이 모집합니다.☞ 충청북도 증평군 소재 중소기업(제조분야)☞ 충청북도에 거주하는 대한민국 국적의 만20세 ~ 75세 이하 단시간(1일 4시간) 생산직무 근로자 신규채용시 인건비 일부 지원※ 신규채용 : 충청북도기업진흥원(증평군일자리종합지원센터)을 통한 구인ㆍ구직 연계자※ 인건비 인당 15,400원 / 최저시급의 40% 지원","인력,충북,충청북도기업진흥원,충청북도,인건비,증평군,신규채용,2023,단시간근로자,제조분야,근로계약,증평군일자리종합지원센터,생산직무",도시근로자 지원사업 참여기업 모집 공고(증평).pdf,"15,400원",d-213
21,경상남도,경남테크노파크,[경남] 2023년 스마트공장 인력양성사업 스마트공장 재직자 교육지원 사업 공고,중소기업,인력,2023-04-18,2023-12-08,교육/훈련/연수,"경상남도가 주관하는 ‘2023년 스마트공장 전문인력양성사업’ 과 관련으로, 도내 스마트공장기업의 경쟁력 강화를 위해 관련 전문가가 양질의 스마트공장 교육을 지원하는 「스마트공장 재직자 교육」 프로그램을 다음과 같이 공고하오니 관련기업의 많은 참여와 신청을 부탁드립니다.☞ 경남에 소재한 스마트공장 구축예정/구축 중인 중소ㆍ중견 제조기업☞ 스마트공장 전문강사 교육비 지원- 교육내용 : 스마트공장 표준지도(기업운영관리, 공장관리, 데이터수집, 전송제어, 생산설비) 관련 교육- 스마트공장기업 현장 맞춤형(방문) 교육, 스마트공장 운영ㆍ실무 등 역량 강화형 집체교육 지원","인력,경남,중소기업,스마트공장,경상남도,경남테크노파크,중견,전문가양성,2023,제조업,교육,재직자,재직근로자,스마트공장기업",(공고문) 스마트공장재직자교육사업 지원대상 모집 공고.pdf,"컨설팅, 인력 등 지원",d-190
22,강원도,강원도경제진흥원,[강원] 2023년 관광ㆍ서비스산업 청년일자리도약장려금 추가지원(인센티브) 참여기업 모집 공고(지역형 플러스 일자리 창출 지원사업),중소기업,인력,2023-04-13,2023-12-31,고용유지,(재)강원도경제진흥원에서는 강원도 관광ㆍ서비스산업 침체 및 노동시장 위기 극복을 위해 기업의 청년 고용 확대 및 유지를 위한 청년일자리도약장려금 추가지원(인센티브) 지원사업을 다음과 같이 추진합니다. 본 사업은 강원 지역 관광ㆍ서비스 산업의 고용유지에 성과 목표를 두고 있습니다. 희망하는 기업은 신청하여 주시기 바랍니다.☞ ‘23. 3 1 ~ ‘23. 12. 31 이내 만 15세 이상 만 34세 이하 청년을 정규직 신규 채용하여 6개월 이상 고용 유지한 5인 이상 강원도 소재 관광ㆍ서비스 기업 사업주로 청년일자리도약장려금 지급 결정 대상자☞ 청년 1인당 최대 240만원(월 20만원 × 12개월) 장려금(인센티브) 지원,"인력,강원,강원도,서비스,관광,강원도경제진흥원,청년일자리,정규직,고용유지,채용장려금,신규채용,2023",붙임1.강원도 관광 서비스업 청년일자리도약장려 추가지원인센티브 지원사업 참여기업 모집 공고문안.hwp,1인당 월 240만원,d-213
23,강원도,강원도경제진흥원,[강원] 2023년 관광ㆍ서비스산업 청년일자리도약장려금(신규) 참여기업 모집 공고(지역형 플러스 일자리 창출 지원사업),중소기업,인력,2023-04-13,2023-08-31,고용유지,"(재)강원도경제진흥원에서는 강원도 관광ㆍ서비스산업 침체 및 노동시장 위기 극복을 위해 기업의 청년 고용 확대 및 유지를 위한 청년일자리도약장려금 지원사업을 다음과 같이 추진합니다. 본 사업은 강원 지역 관광ㆍ서비스 산업의 신규 고용 창출에 성과 목표를 두고 있습니다. 희망하는 기업은 신청하여 주시기 바랍니다.☞ 강원도 소재 5인 이상 관광ㆍ서비스업에 23. 3. 1이후 만 18세 이상 만 39세 이하를 소정근로시간 주 40시간 이상, 최저임금의 110%이상을 지급하는 정규직을 채용한 기업의 사업주☞ 정규직 근로자 채용 시 1인당 최대 960만원(월 80만원 × 12개월) 채용장려금 지원","인력,강원,강원도,서비스,관광,강원도경제진흥원,청년일자리,정규직,채용장려금,2023",붙임1.강원도 관광 서비스업 청년일자리도약장려금 신규지원 참여기업 모집 공고문안.hwp,1인당 월 960만원,d-91
24,경상북도,경상북도경제진흥원,[경북] 2023년 청년일자리창출 우수기업 모집 공고,중소기업,인력,2023-04-12,2023-12-31,고용유지,"어려운 경제 여건에도 불구하고 신규 청년일자리창출에 기여한 도내 우수중소기업을 발굴ㆍ선정하여 근로환경개선비를 지원하는「청년일자리창출 우수기업 지원사업」을 시행하고자 아래와 같이 해당 기업을 모집 공고합니다.☞ 다음 조건을 모두 충족하는 제조 중소기업- 본사(지사) 및 공장이 관내 소재 기업으로 공장 등록 후 2년 이상 정상 가동 중이며, 종사자 수가 10인 이상 중소기업- 전년도 12월말 대비 고용수준 증가(인원)가 있으면서, 2023년 신규 청년고용실적이 우수한 기업☞ 근로환경개선 시설 설치 및 개보수 비용, 자본재 구입 등 지원","인력,경북,중소기업,제조업,경상북도,일자리창출,청년,경상북도경제진흥원,근로환경,개보수,시설,신규채용,2023",공고_2023 청년일자리창출 우수기업.pdf,"컨설팅, 인력 등 지원",d-213
25,광주광역시,광주경제고용진흥원,[광주] 2023년 K-뷰티서비스산업 차세대 청년일자리 참여기업 모집 재공고,중소기업,인력,2023-04-10,2023-12-31,국내일반인력,"성장 잠재력이 높은 뷰티서비스산업을 이끌어 나갈 수 있는 전문인력 양성을 위해 청년에게 현장 경험 일자리를 지원하고자 다음과 같이 참여기업을 모집하오니 많은 관심과 참여를 부탁드립니다.☞ 광주지역 「공중위생관리법」에 의거 신고된 뷰티서비스 산업 관련업체 3개업체, 지역화장품(관광상품) 제조판매업체 2개업체 등- (업종) 사업자등록증명에 업태 또는 종목이 미용업 신고, 화장품 제조 등 뷰티서비스관련산업으로 등록되어 있을 것- (직무) 뷰티서비스관련 고객영업ㆍ마케팅 및 관리업무, 화장품제조ㆍ유통 관련 업무 등- (고용형태) 정규직 또는 계약직※ 위의 요건 모두 충족☞ 참여업체 참여청년의 인건비(1인당, 최대 1,687,500원 한도), 교육, 컨설팅, 네트워킹 등 지원","인력,광주,교육,컨설팅,일자리창출,광주광역시,인건비,네트워킹,광주경제고용진흥원,청년일자리,뷰티서비스산업,2023,지역화장품,화장품제조,화장품판매,미용업",「2023년+K-뷰티서비스산업+차세대+청년일자리+육성프로젝트」+모집+재공고.hwp,"1인당 1,687,500원",d-213
26,울산광역시,울산일자리재단,[울산] 2023년 1인 소상공인 고용보험료 지원사업 공고,소상공인,인력,2023-04-01,2023-12-31,고용환경개선,"울산광역시 1인 소상공인 고용보험 가입 촉진으로 자영업자의 사회안전망 확충 및 경영기반을 확보하기 위한 「울산광역시 고용보험료&nbsp;지원 조례」 제4조에 따라 2023년 1인 소상공인 고용보험료 지원사업을 다음과 같이 공고합니다.&nbsp;☞ 울산광역시 내 사업자등록된 소상공인 중 자영업자 고용보험에 가입한 1인 소상공인&nbsp;☞ 고용보험료 납부액의 30%(1~7등급 전 구간, 최대 4등급 기준), 3년간 지원(지원종료일이 속하는 월까지 지원)","인력,울산,소상공인,보험,울산광역시,고용보험료,1인,울산일자리재단,2023,자영업자",2023년 1인 소상공인 고용보험료 지원사업 공고.pdf,고용보험료,d-213
