index,department,organization,notice,company,part,apply_start,apply_end,object,overview,tag,filename,budget,deadline
126,과학기술정보통신부,한국여성과학기술인육성재단,2023년 신진여성연구원 산업현장진출 지원사업 참여기업 모집 공고,여성기업,인력,2023-04-17,2023-05-16,국내일반인력,"중소ㆍ중견기업의 R&D인력 확보 애로 해소 및 신진여성연구원의 산업 R&D분야 진출과 성장을 지원하고자, 2023년 「신진여성연구원 산업현장진출 지원사업」을 아래와 같이 공고합니다.☞ 연구소(연구개발부서)를 보유한 중소ㆍ중견기업☞ 신진여성연구원을 신규 채용하는 중소ㆍ중견기업에 해당인력의 인건비 일부 및 교육훈련 지원- 인건비 지원 : 기업에 지원인력당 1,000만원(약 200만원/월, 총 5개월) 지원- 교육 지원 : 신규 채용 신진여성연구원 대상으로 교육훈련 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,교육,여성기업,과학기술정보통신부,인건비,중견,가족친화인증,연구소,한국여성과학기술인육성재단,훈련,신진여성연구원,2023,여성인력",1. 2023년 신진여성연구원 산업현장진출 지원사업 모집공고.pdf,"1,000만원",모집종료
127,고용노동부,한국산업안전보건공단,2023년 2차 안전투자 혁신사업 공고,중소기업,인력,2023-04-17,2023-04-26,고용유지,"고용노동부와 안전보건공단은 산재 사망사고의 획기적 감축을 위해위험기계의 교체비용을 지원하는 「'23년 안전투자 혁신사업」을 아래와 같이 공고합니다.☞ 산업재해보상보험에 가입하고 상시근로자수가 50명 미만 또는 「중소기업기본법 시행령」 제8조제1항 [별표3]에 따른 '소기업 규모 기준'의 매출액 이하인 사업 또는 사업장의 사업주- 안정인증 제도 도입 전 출고된 이동식 크레인, 차량탑재형 고소작업대 소유 및 산업리프트 도입 전까지 생산된 일반작업용 리프트(권동식ㆍ윈치식ㆍ유압식)를 사용하고 해당 기계를 교체하고자 하는 사업주☞ 위해위험기계 교체비용 지원(소요비용의 50%, 7,000만원 한도)- 이동식크레인ㆍ고소작업대 : 현재 소유하고 있는 이동식크레인, 고소작업대와 동일한 기계(용량 제한 없음)로 교체지원- 리프트 : 사업주가 교체하고자 하는 산업용리프트 교체 지원","인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,고용노동부,교체,2023,한국산업안전보건공단,산업재해보상보험,위해위험기계,고소작업대,리프트,안전투자혁신사업,이동식크레인",[붙임]_2023년도_안전투자_혁신사업_2차_공고문.hwp,"7,000만원",모집종료
128,서울특별시,직접수행,[서울] 2023년 서울우먼업 인턴십 참여기업 모집 공고,벤처기업,인력,2023-04-17,2023-05-15,국내일반인력,"서울특별시에서는 역량있는 3040 경력보유여성들의 경제활동 참여 촉진 및 일경험 기회를 제공하기 위해 「2023년 서울우먼업 인턴십」참여기업을 다음과 같이 모집하오니 많은 참여 바랍니다.☞ 서울 소재, 상시근로자수 5인 이상인 '중소기업기본법'상 중소기업- 일반분야(채용수요연계형) : 서울형 강소기업, 소셜 임팩트 기업, 벤처기업 등- 관광분야(교육연계형) : 관광분야 기업☞ 인턴매칭, 인턴십 인건비, 우먼업 고용장려금 등(기업당 인턴 1~3명 지원)","인력,서울,중소기업,강소기업,직접수행,서울특별시,벤처기업,인건비,가족친화인증기업,고용장려금,고용우수기업,인턴,인턴십,관광분야,2023,경력보유여성,서울형강소기업,소셜임팩트기업",(공고문) 2023 서울우먼업 인턴십 참여기업 모집_(최종본).hwp,지원금,모집종료
129,대구광역시,대구디지털혁신진흥원,[대구] 2023년 지역SW기업 SW마스터 과정(기획형) 프로그램 참여기업 모집 공고(지역산업 SW인재양성 기반 조성사업),중소기업,인력,2023-04-20,2023-04-24,고용유지,"대구디지털혁신진흥원에서는 2023년 지역산업 SW인재양성 기반 조성사업의 일환으로 지역의 우수 인재–기업 간 취업연계를 통한 지역 정착률 제고를 위하여 다음과 같이 프로그램 참여기업 모집을 공고하오니 많은 참여 바랍니다.☞ 대구광역시에 본사 및 사업장을 둔 IT/SW 관련 제품 및 서비스 보유 중소기업☞ 단기 현장실습 기업 활동지원비, 산학협력 프로젝트 수행 활동비 지원- 단기 현장실습 : 기업 활동지원비(기업당 최대 20백만원)- 산학협력 프로젝트 : 프로젝트 수행 활동비(기업당 최대 10백만원)","인력,대구,중소기업,대구광역시,IT,SW,2023,대구디지털혁신진흥원,산학협력프로젝트,기획형",붙임1.+SW마스터+과정(기획형)+프로그램+참여기업+모집+공고문.pdf,20백만원,모집종료
130,전라북도,캠틱종합기술원,[전북] 김제시 2023년 2차 위기근로자 고용촉진 기업성장 지원사업  참여기업 추가모집 공고,중소기업,인력,2023-04-04,2023-04-18,고용유지,"김제시 내 자동차 및 전후방 연관산업의 위기근로자 고용촉진과 일자리 창출을 위하여 ""위기근로자 고용촉진 기업성장 지원사업 2차""에 참여할 기업을 모집하오니 기업의 많은 관심과 참여를 바랍니다. ☞ 김제시 소재 자동차 및 전후방 연관산업 분야에 해당하는 기업 중 위기근로자 채용 예정기업  ☞ 기업의 수요맞춤형 성장지원을 위하여 지원분야 중 선택하여 지원(기업당 1,500만원~최대 3,000만원, 컨설팅은 500만원 이내 지원)- 기술컨설팅, 판로개척 컨설팅, 시제품제작, 제품고급화, 시험평가 및 분석, 공정개선, 인증, 지식재산권 확보, 시장확대 마케팅, 근로(작업)환경개선","기술,인력,내수,경영,전북,마케팅,전라북도,컨설팅,일자리창출,인증,시제품제작,지식재산권,자동차,공정개선,제품고급화,캠틱종합기술원,고용촉진,위기근로자,김제시,근로환경개선,2023,익산시,완주군",「전라북도 더 좋은 일자리 기금」위기근로자 고용촉진 기업성장 지원사업(2차)_참여기업 추가모집 공고문.pdf,"1,500만원",모집종료
131,경상북도,구미상공회의소,[경북] 구미시 2023년 제조업 경쟁력 강화 핵심인재 지원 사업 모집 공고,중소기업,인력,2023-04-17,2023-04-20,국내전문인력,구미산단 제조업 R&D 역량 강화와 연구인력 확보는 물론 정주여건개선 사업의 일환으로 「2023년 제조업 경쟁력 강화 핵심인재 지원 사업」을 다음과 같이 2023년부터 시범 추진하오니 구미산단 소재 기업 및 근로자의 많은 참여 바랍니다. ☞ 공고일 기준 연구개발(R&D) 분야에 종사 중인 근로자 및 종사 예정인 취업예정자가 속한 구미시 소재 중소제조업☞ 연구개발(R&D) 분야 근로자의 주택 임차료(월 최대 30만원) 지원- 기업당 최대 2명 지원,"인력,경북,중소기업,R&D,제조업,경상북도,구미시,연구소,구미상공회의소,임차료,근로자,2023,구미산단",2023년 ⌈제조업 경쟁력 강화 핵심인재 지원 사업⌋ 모집 공고.hwp,월 30만원 /최대 2명,모집종료
132,울산광역시,울산사회적경제지원센터,[울산] 2023년 상반기 (예비)사회적기업 일자리창출사업(신규ㆍ재심사ㆍ재참여) 참여기업 모집 공고,사회적기업,인력,2023-04-03,2023-04-17,고용유지,"「사회적기업 육성법」제14조, 「울산광역시 사회적기업 육성에 관한 조례」제7조 및「2023년 사회적기업 재정지원사업 업무지침」에 따라 2023년 상반기 (예비)사회적기업 일자리창출사업(신규ㆍ재심사ㆍ재참여) 참여기업을 모집하고자 다음과 같이 공고합니다.☞ 유급근로자(자체 고용근로자)를 1명 이상 고용한 기업☞ 최저임금 일정 비율의 참여근로자 임금- 기업당 1인 이상 50인 이하 원칙- 예비사회적기업 : 1~2년차 각 50% (취약계층+20%)- 사회적기업 : 1~3년차 각 40% (취약계층+30%)","인력,울산,사회적기업,예비사회적기업,일자리창출,울산광역시,울산사회적경제지원센터,임금,근로자,2023,자율경영공시보고서",2023년_상반기_예비사회적기업_일자리창출사업_공고문.hwp,"컨설팅, 인력 등 지원",모집종료
133,서울특별시,한국중소벤처무역협회,[서울ㆍ경기ㆍ인천] 2023년 뉴딜일자리 사업 인턴십 기업 모집 공고,벤처기업,인력,2023-04-07,2023-05-31,국내일반인력,"서울특별시 거주 미취업 청년(만34세 이하) 구직자를 선발하여 해외무역데이터테크 교육과정 이수 후 해외 수출 관련 업무 인턴 근무 후 정규직채용 기회를 제공하고자 현재 수출실적을 보유하거나 수출을 준비 중인 기업을 대상으로 인턴 채용을 지원해 드리는 사업입니다.☞ 서울시 및 수도권 소재 현재 수출실적을 보유 또는 수출을 준비 중인 중소, 중견기업☞ 기업별 인턴 채용 최대 2명(인턴 기간 월 259만원 지원)- 인턴 기간 급여(월 233만원) 및 교육 수당(교육기간 2.5만원/1일) 지급","인력,수출,경영,서울,인천,경기,중소기업,교육,서울특별시,수출기업,중견,인턴,2023,인턴채용,한국중소벤처무역협회,해외무역데이터테크",23년 뉴딜 인턴신기업 모집안내.hwp,월 259만원 /최대 2명,모집종료
134,경기도,경기도경제과학진흥원,[경기] 2023년 가족친화 인식개선 코칭 프로그램 지원사업 공고,중소기업,인력,2023-04-03,2023-04-21,고용유지,"가족친화적 직장 문화를 활성화하고자 도내 소재 중소 기업을 대상으로 ""가족친화 인식개선 코칭 프로그램 지원사업"" 을 다음과 같이 공고하오니 동 사업에 참여하고자 하는 기업은 아래 요령에 따라 신청하여 주시기 바랍니다.☞ 경기도 소재 중소기업 ☞ 코칭비용(전문가 수임료)을 경기도에서 부담(기업 자부담 없음)- 기업당 최대 150만원 상당의 수임료(300,000원 × 5회) 지원","인력,경기,중소기업,인증,경기도,경기도경제과학진흥원,가족친화,솔루션,코칭,2023",(붙임1) 2023년_가족친화_인식개선_코칭_프로그램_공고문.pdf,150만원,모집종료
135,충청북도,청주상공회의소,[충북] 청주시 2023년 반도체산업 일자리도약장려금 지원사업 참여기업 모집 공고,중소기업,인력,예산 소진시까지,-,고용유지,통합공고 등록,"인력,충북,충청북도,고용노동부,중견,지원금,반도체,청주상공회의소,고용장려금,고용유지,청주시,2023,일자리도약장려금,5인이상,우선지원대상,플러스일자리사업",반도체산업 일자리도약장려금 지원사업 공고문.pdf,"컨설팅, 인력 등 지원",모집종료
136,서울특별시,기초자치단체,[서울] 무급휴직 근로자 고용유지지원금 지원 공고,소상공인,인력,상시 접수,-,고용유지,조기종료 자동처리,"인력,경영,서울,소상공인,서울특별시,기초자치단체,근로자,2023,무급휴직,고용보험,고용유지지원금,무급휴직근로자",무급휴직 근로자 고용유지지원금.png,"컨설팅, 인력 등 지원",모집종료
137,전라북도,전북산학융합원,[전북] 김제시 2023년 기술-고용 연계 식품산업 컨설팅 지원사업 참여기업 모집공고(지역ㆍ산업맞춤형일자리창출지원사업),벤처기업,인력,2023-03-22,2023-04-12,고용유지,"전북산학융합원에서는 김제시 전략산업인 식품산업의 경쟁력 강화와 지역 실정에 맞는 채용 연계를 통한 고용 촉진 지원체계 구축을 통해 지역경제 활성화를 유도하고자,「김제형 기술-고용연계 식품산업 컨설팅 지원사업」을 다음과 같이 공고합니다☞ 공고일 기준 전라북도 김제시 관내 소재한 식품관련 사업을 영위하는 중소기업☞ 진단 컨설팅, 기술ㆍ고용ㆍ기타 애로 해소 컨설팅, 채용알선 및 취업연계, 참여기업 채용설명회 등 지원","인력,전북,중소기업,전라북도,컨설팅,일자리창출,전북산학융합원,글로벌강소기업,식품산업,Pre-스타기업,김제시,스타기업100,2023,채용설명회,스타벤처,채용알선,월드클래스300,한국형히든챔피언,고용노동부청년친화강소기업,고용친화대표기업,김제청년고용우수기업",「김제형_기술-고용_연계_식품산업_컨설팅_지원사업」참여기업_모집_공고문_230330405672.pdf,"컨설팅, 인력 등 지원",모집종료
138,경상북도,경상북도경제진흥원,[경북] 2023년 소규모 기업환경 개선사업 신청기업 모집 공고,중소기업,인력,2023-03-27,2023-04-07,작업환경개선,경상북도 지역 근로자의 복지 증진 및 관내 소규모 영세ㆍ중소기업의 경제적인 어려움을 해소하고 고용 촉진을 도모하고자 작업장 근로안전 개선 및 근로환경 개선을 지원해 드리는 사업입니다.☞ 경상북도 소재 상시 근로자수 30인 미만의 중소기업(제조업)☞ 작업장 근로안전 개선 및 근로환경 개선 비용(기업당 최대 700만원) 지원 ,"인력,경북,중소기업,경상북도,제조기업,경상북도경제진흥원,환경개선,근로환경,근로안전,2023,소규모기업,30인미만,위험요소제거,복지시설보수,노후시설보수",2023 소규모 모집 공고.pdf,700만원,모집종료
139,부산광역시,부산광역여성새로일하기센터,[부산] 2023년 여성친화적 기업환경개선 지원사업 참여기업 모집 공고,중소기업,인력,2023-03-27,2023-04-07,국내일반인력,"여성 근로자가 일하기 좋은 기업 환경 개선을 통해 고용안정과 복지향상을 도모하고자 여성 화장실, 여성 휴게실(수유실) 등 여성친화적 기업환경개선을 지원해 드리는 사업입니다.☞ 상시근로자 수 5인 이상 300인 미만으로 새일센터를 통한 취업자가 최근 1년간 2명 이상 혹은 2년간 3명 이상인 업체, 새일센터를 통해 창업한 기업(창업 후 1년 이내) 등☞ 시설개선 및 물품구입 등 최대 5백만원 한도 내 지원","인력,경영,부산,중소기업,창업기업,부산광역시,환경개선,가족친화인증,시설개선,물품구입,2023,부산광역여성새로일하기센터,여성근로자,여성친화적,수유실,여성휴게실",「2023년 「여성친화적 기업환경개선지원」 참여기업체 모집 공고.hwp,5백만원,모집종료
140,서울특별시,서울경제진흥원,[서울] 2023년 기업 복지몰 참여기업 모집 공고,중소기업,인력,선착순 접수,-,고용유지,조기종료 자동처리,"인력,서울,중소기업,서울특별시,복지,복리후생,근로자,2023,종합건강검진,복지포인트,복지몰,서울경제진흥원,EAP심리검사",[공고]_2023년_서울기업_복지몰_모집공고(수정).hwp,"컨설팅, 인력 등 지원",모집종료
141,제주특별자치도,직접수행,[제주] 2023년 1분기 장애인고용촉진장려금 지원 신청 공고,중소기업,인력,2023-03-27,2023-04-11,고용유지,"제주도내 취업기회가 적은 장애인들에게 취업기회를 확대하고, 최저임금상승에 따른 50인 미만 영세업체의 장애인 고용기피 현상 해소를 도모하고자 장애인고용촉진장려금을 지원해 드리는 사업입니다.☞ 근로기준법에 따른 상시근로자 수가 5인 이상 50인 미만 업체 중 도내 주소를 둔 장애인을 고용한 사업체☞ 장애인고용촉진장려금(1개 사업주당 45명 범위 내) 지원","인력,제주,직접수행,제주특별자치도,장애인,고용유지,서귀포시,제주시,2023,장애인표준사업장,장애인고용촉진장려금,장애인고용",2023년 장애인복지 도시책사업 운영지침(장애인고용촉진장려금)-2023.1.1.시행.hwp,지원금,모집종료
142,경상남도,경남경영자총협회,[경남] 2023년 ESG 혁신기업 청년인재 양성사업 참여기업 3차 추가모집 공고(지역주도형 청년일자리사업),중소기업,인력,2023-03-27,2023-04-12,국내일반인력,"경남 지역 청년에게 적합한 일자리를 제공하여 지역사회 정착 기반을 마련하고자 2023년 지역주도형 청년일자리사업 'ESG 혁신기업 청년인재 양성사업' 신규 참여기업을 모집하여 청년 채용 시 인건비, 교통비, 주거정착금을 지원해 드리는 사업입니다.☞ 경남 내 ESG경영 중소ㆍ중견기업 및 만 18세~39세 이하 미취업자 청년※ 대상지역 : 창원, 하동☞ 청년 1인당 최대 월 180만원, 교통비 10만원, 주거정착금 월 30만원 한도 내 지원","인력,경남,중소기업,경상남도,인건비,중견,청년인재,일자리으뜸기업,지역주도형,청년일자리,고용우수기업,청년친화강소기업,청년친화기업,ESG경영,2023,교통비,ESG혁신기업,경남경영자총협회,주거정착",ESG+혁신기업+청년인재+양성사업+참여기업+3차+추가+모집+공고+(신청서식+등+포함).hwp,1인당 월 180만원,모집종료
143,경기도,한국세라믹기술원,[경기] 이천시 2023년 도자특화인재 창업ㆍ창직 지원사업 교육생 모집 공고(지역ㆍ산업맞춤형 일자리창출 지원사업),중소기업,인력,2023-03-27,2023-04-20,교육/훈련/연수,"한국세라믹기술원은 이천지역 내 도자분야 창업을 희망하는 예비창업자를 대상으로 '도자특화인재 창업ㆍ창직 지원사업' 교육 수료시 초기사업비 지원 및 제품 브랜드화 등을 지원해 드리는 사업입니다.☞ 이천지역 내 도자분야 창업을 희망하는 예비창업자 ☞ 창업ㆍ도자교육, 초기사업비(최대 500만원), 분야별 전문가 1:1 멘토링, 제품 브랜드화(최대 200만원) 등 지원","인력,경기,교육,예비창업,경기도,이천,한국세라믹기술원,2023,도자,창직",도자특화인재 창업·창직 지원사업 교육생 모집 공고.png,500만원,모집종료
144,고용노동부,직접수행,2023년 1차 재택근무 종합 컨설팅 지원 사업장 모집 공고,중소기업,인력,2023-03-23,2023-04-12,고용유지,"기업 내 재택근무 제도화를 지원하고 선도모델 육성ㆍ발굴을 위하여 전문 컨설턴트가 기업에 직접 방문하여 컨설팅을 지원해 드리는 사업입니다.☞ 국내 중소ㆍ중견기업☞ 인사ㆍ노무관리 체계 구축, 재택근무 관련 정부지원사업 연계 등 컨설팅 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,직접수행,컨설팅,고용노동부,중견,재택근무,컨설턴트,2023",2023년 제1차 재택근무 종합 컨설팅 지원 사업장 모집 공고(최종).hwp,"컨설팅, 인력 등 지원",모집종료
145,세종특별자치시,세종창조경제혁신센터,[세종] 2023년 사회복지인재양성 청년일자리 지원사업 참여기업 모집 공고,중소기업,인력,2023-03-27,2023-04-07,국내일반인력,"세종시 내 청년의 지역정착 및 직접일자리, 일 경험 등 제공으로 취ㆍ창업을 도모하고자 미취업 청년 신규채용 시 인건비, 교통 복지수당 등을 지원해 드리는 사업입니다.☞ 세종시 관내 사회복지법인 ☞ 예산 범위 내 인건비 및 교통비 지원","인력,세종,세종특별자치시,인건비,미래신산업,채용,지역주도형,청년일자리,세종창조경제혁신센터,사회복지,2023,뉴딜연계",참여 예비기업 모집 공고문.pdf,지원금,모집종료
146,산업통상자원부,한국디자인진흥원,2023년 제조기업 디자인인력지원사업 기업ㆍ디자이너 모집 공고,중소기업,인력,2023-03-23,2023-04-28,국내전문인력,"디자인 투자 시 발전가능성이 높은 중소ㆍ중견기업을 대상으로 디자인 전문 인력 채용 연계 및 인건비 일부를 지원해 드리는 사업입니다.☞ 디자인인력에 대한 채용계획 및 의지가 높은 중소ㆍ중견 제조기업☞ 인건비 정부보조금 1,345,000원 ~ 2,880,000원 내 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,산업통상자원부,창업기업,디자인,인건비,중견,수출유망기업,디자이너,전문인력,한국디자인진흥원,디자인전문인력,채용,2023,생활소비재기업",2023년제조기업디자인인력지원_공고문.hwp,"1,345,000원",모집종료
147,경상북도,경상북도경제진흥원,[경북] 포항시 2023년 중소기업 기숙사 임차비 지원사업 참여기업 모집공고,중소기업,인력,2023-03-21,2023-04-07,고용환경개선,"포항시 관내 중소기업을 대상으로 고용환경 개선 및 우수인력 일자리 창출을 도모하고자 기숙사 임차비를 지원해 드리는 사업입니다.☞ 포항시 지역 내 중소기업☞ 근로자당 월 임차료 40만원 이내(80%), 당해연도 까지 지원","인력,경북,중소기업,제조업,경상북도,경상북도경제진흥원,건설업,무역업,기숙사,포항시,임차료,2023,전기공사업,정보통신공사업,운수업,소방시설업",「2023년 포항시 중소기업 기숙사 임차비 지원사업」모집공고.hwp,월 40만원,모집종료
148,강원도,강원도경제진흥원,[강원] 2023년 무역인재 양성 교육비 지원사업 참가대상 모집 공고,중소기업,인력,2023-03-22,2023-03-31,국내전문인력,"강원도 소재 중소기업 및 유관기관의 해외마케팅 전문인력 양성과 역량 강화를 도모하고자 한국무역협회, 대한무역투자진흥공사, 민간교육단체ㆍ업체에서 제공하는 온ㆍ오프라인 교육비를 지원해 드리는 사업입니다.☞ 강원도 소재 중소기업 및 수출유관기관 내 해외마케팅 업무 담당자☞ 1인당 600천원 이내 지원","인력,강원,온라인,중소기업,해외마케팅,강원도,한국무역협회,대한무역투자진흥공사,역량강화,강원도경제진흥원,오프라인,교육비,2023,수출유관기관,무역인재",붙임12023 강원도 무역인재 양성 교육비 지원사업 참가대상 모집 공고.hwp,1인당 600천원,모집종료
149,제주특별자치도,직접수행,[제주] 2023년 1분기 노인고용촉진장려금 지원사업 공고,중소기업,인력,2023-03-22,2023-04-05,고용유지,"제주도 내 노인의 민간기업 취업기회를 확대하고자 만65세 이상 노인을 고용하고 있는 사업체에 대하여 노인 고용촉진 장려금을 지원해 드리는 사업입니다.☞ 제주도에 주소지를 둔 만65세 이상 노인을 고용한 상시근로자수 50인 미만 도내 사업체☞ 1개 업체당 5인(월 1,000천원) 한도내 지원","인력,경영,제주,직접수행,제주특별자치도,장려금,노인,2023,노인고용촉진장려금,노인고용촉진,고령화시대",2023년 노인고용촉진장려금 지원 지침(최종230302).hwp,"월 1,000천원",모집종료
150,충청북도,충북여성새로일하기센터,[충북] 2023년 행복기업 프로젝트 참여기업 모집 공고,여성기업,인력,2023-03-06,2023-03-26,국내일반인력,"충청북도 내 기업을 대상으로 여성인력의 경력단절 예방 및 안정적 고용유지를 위한 기업 맞춤형 프로그램을 지원해 드리는 사업입니다.☞ 충청북도 내 기업☞ 조직문화 컨설팅, 조직 활성화 프로그램, 가족 친화 프로그램 등 최대 300만원 내 지원","인력,경영,충북,컨설팅,여성기업,충청북도,가족친화기업,조직문화,2023,조직활성화,충북여성새로일하기센터",[붙임1]2023년 행복기업(氣UP)프로젝트 공고 및 신청서.hwp,300만원,모집종료
151,고용노동부,노사발전재단,2023년 1차 근무혁신 인센티브제 참여기업 신청 공고,중소기업,인력,2023-03-20,2023-04-14,고용환경개선,"중소ㆍ중견기업의 적극적인 근무혁신 및 일ㆍ생활 균형의 고용환경 조성을 위하여 근무혁신 우수기업을 선정하고 인센티브를 부여해 드리는 사업입니다.☞ 고용보험법 시행령 제12조에서 정한 우선지원 대상기업, 중견기업☞ 감독ㆍ조사 면제, 정부 지원사업 참여 시 우대, 기업 홍보, 금융상 우대 등 인센티브 등 지원","인력,경영,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,근무혁신,고용노동부,노사발전재단,중견,가족친화인증기업,인센티브,우수기업,고용환경,2023",붙임1. 2023년 근무혁신 인센티브제 참여기업 신청공고문(1차).pdf,"컨설팅, 인력 등 지원",모집종료
152,중소벤처기업부,국가과학기술연구회,2023년 3월 공공연 연구인력 파견지원 공고(중소기업 연구인력지원사업),벤처기업,인력,2023-03-01,2023-03-31,국내전문인력,"중소기업의 기술혁신역량 강화를 도모하고자 기술 노하우 전수 및 R&D 수행을 위한 공공연 연구인력 파견을 지원해 드리는 사업입니다.☞ '중소기업기본법' 제2조에 따른 중소기업으로, 기업부설연구소 또는 연구개발전담부서를 보유한 기술혁신형 중소기업, 경영혁신형 중소기업, 벤처기업☞ 최대 3년 이내 파견인력 연봉의 50% 지원","기술,인력,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,중소기업,R&D,중소벤처기업부,기업부설연구소,벤처기업,연구인력,기술혁신형중소기업,경영혁신형중소기업,스타트업100,연구소기업,강소기업100,연구개발전담부서,국가과학기술연구회,파견,2023,으뜸기업,노하우,소재부품장비기업",[공고문]+2023년+중소기업+연구인력지원사업+파견지원사업+공고.hwp,"컨설팅, 인력 등 지원",모집종료
153,경상남도,경남테크노파크,[경남] 2023년 현장실습비 지원사업 참여기업 모집 공고(산학연계 산학연계 표준현장실습 지원),중소기업,인력,2023-03-15,2023-04-13,고용유지,경상남도 지역의 선순환 채용환경 조성을 위해 ‘대학생 표준현장실습학기제 실습기업으로 확정된 기업’을 대상으로 현장실습생 실습비 일부를 지원해 드리는 사업입니다.☞ 경남 소재 기업 중 2023년 표준현장실습학기제 참여희망 기업☞ 1인당 월 120만원 / 참여기업당 5명이내 지원,"인력,경남,경상남도,경남테크노파크,채용,현장실습,2023,표준현장실습",1. 2023년현장실습비지원사업 모집공고문.pdf,1인당 월 120만원,모집종료
154,경상북도,경북테크노파크,[경북] 의성군 청년 지역사회 어울림 플러스 사업 참여기업 모집 공고,중소기업,인력,2023-03-15,2023-03-28,국내일반인력,"경상북도 의성군 내 청년의 유입ㆍ정착을 통한 인구감소 방지와 지역 경제 활력 추진을 위하여 청년 일자리 발굴 및 직무능력 향상과 인건비 및 주거비를 지원해 드리는 사업입니다.☞ 만 39세 이하 청년을 신규 채용 및 채용할 계획이 있는 의성군 소재 기업(단체)☞ 인건비 및 주거비, 역량강화 교육ㆍ컨설팅 등 지원","인력,경북,교육,경북테크노파크,경상북도,컨설팅,청년,인건비,청년일자리,의성군,신규채용,2023,주거비",1. 청년 지역사회 어울림 플러스 사업 모집 공고.pdf,지원금,모집종료
155,고용노동부,노사발전재단,2023년 1차 재취업지원서비스 기업컨설팅 지원 사업장 모집 공고,중소기업,인력,2023-03-15,2023-04-21,고용유지,"기업 내 재취업지원서비스 제도 도입 및 운영체계 마련ㆍ강화를 위해 컨설팅을 제공하여 제도 이행을 지원해 드리는 사업입니다.☞ 재취업지원서비스 도입을 희망하는 기업(300~999인) 또는재취업지원서비스 의무대상기업(1,000인 이상) ☞ 재취업지원서비스 제도 도입 및 설계, 운영 방식 및 성과관리체계 등 관련 컨설팅 지원","인력,경영,기타,서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,컨설팅,고용노동부,노사발전재단,도입,제도,재취업,2023,의무대상",1.재취업지원서비스 기업컨설팅 지원 모집공고.hwp,"컨설팅, 인력 등 지원",모집종료
156,전라북도,전라북도콘텐츠융합진흥원,[전북] 2023년 게임기업 맞춤형 인턴십 지원사업 모집 공고,중소기업,인력,2023-03-14,2023-03-29,국내일반인력,전북 도내 게임기업의 기업 인력난 해소 및 청년 일자리 창출을 도모하고자 인건비 및 게임기업 수요 맞춤형 인재지원을 해드리는 사업입니다.☞ 전라북도 소재 게임 기업 ☞ 인턴 1인당 인건비 6백만원 지원,"인력,전북,전라북도,인건비,게임기업,전라북도콘텐츠융합진흥원,인턴십,인력난,인재,2023",[붙임1.] 2023 게임기업 맞춤형 인턴십 지원사업 공고문.pdf,1인당 6백만원,모집종료
157,전라북도,전라북도콘텐츠융합진흥원,[전북] 2023년 콘텐츠 맞춤형 인턴십 지원사업 모집 공고,중소기업,인력,2023-03-14,2023-03-31,국내일반인력,"전북 도내 콘텐츠기업의 인력난 해소 및 청년 일자리 창출을 도모하고자 선정기업 인턴십, 콘텐츠 맞춤형 일자리 연계사업 연계 운영을 지원해 드리는 사업입니다.☞ 전라북도 소재 콘텐츠기업 ☞ 기업당 최대 8,000천원 지원","인력,전북,멘토,전라북도,일자리,박람회,콘텐츠기업,전라북도콘텐츠융합진흥원,인턴십,인력난,2023,멘티",붙임1. 2023 콘텐츠 맞춤형 인턴십 지원사업 공고문.pdf,"8,000천원",모집종료
158,광주광역시,광주디자인진흥원,[광주] 2023년 공예ㆍ디자인산업  전문인력양성사업 교육생 모집 공고,중소기업,인력,2023-03-14,2023-04-17,국내전문인력,"문화산업 5대 콘텐츠 분야인 '공예ㆍ디자인' 분야의 현장 실무형 전문인력을 양성하고 산업 활성화 기반 조성에 기여하고자 공통 교육 및 시제품 제작비, 전시회 참가 등을 지원해 드리는 사업입니다.☞ 광주광역시 소재 만 34세 미만 공예ㆍ디자인 분야 취ㆍ창업 예정자 ☞ 교육비 전액 무료, 시제품 제작비, 공모전 출품 등 지원","인력,창업,광주,교육,시제품,광주광역시,디자인,광주디자인진흥원,예비창업자,공예,공모전,전문인력양성,2023",2023공예디자인산업 전문인력양성사업 교육생 모집.hwp,"컨설팅, 인력 등 지원",모집종료
